Line#,Date,Final,"Scaled Voltage (S-FS-TRMSA 21329018:20536129-1),VAC,GC-15kW","Scaled Current (S-FS-TRMSA 21329018:20536129-2),A,GC-15kW","Scaled Series (RAW-C-20 21329018:21433559-1),l/m,GC-15kW,Flow Meter","Temperature (S-TMB 21329018:20466913-1),°C,GC-15kW,Temp in 1","Temperature (S-TMB 21329018:20466914-1),°C,GC-15kW,Temp in 2","Temperature (S-TMB 21329018:20466915-1),°C,GC-15kW,Temp out 1","Temperature (S-TMB 21329018:20590610-1),°C,GC-15kW,Temp out 2"
546,11/25/25 18:10:00 -0500,11/25/25 18:10:00,245.17,65.05,46.966,20.65,20.63,25.5,25.38
547,11/25/25 18:12:00 -0500,11/25/25 18:12:00,240.141,65.069,46.233,20.67,20.63,25.53,25.43
548,11/25/25 18:14:00 -0500,11/25/25 18:14:00,240.216,65.059,44.202,20.67,20.65,25.53,25.4
549,11/25/25 18:16:00 -0500,11/25/25 18:16:00,240.216,65.078,44.808,20.67,20.63,25.48,25.38
550,11/25/25 18:18:00 -0500,11/25/25 18:18:00,240.162,65.069,47.523,20.67,20.63,25.45,25.33
551,11/25/25 18:20:00 -0500,11/25/25 18:20:00,246.12,65.059,44.505,20.67,20.65,25.45,25.33
552,11/25/25 18:22:00 -0500,11/25/25 18:22:00,240.249,65.069,47.112,20.7,20.65,25.53,25.4
553,11/25/25 18:24:00 -0500,11/25/25 18:24:00,240.249,65.073,45.853,20.72,20.67,25.55,25.45
554,11/25/25 18:26:00 -0500,11/25/25 18:26:00,240.249,65.064,46.224,20.72,20.67,25.6,25.48
555,11/25/25 18:28:00 -0500,11/25/25 18:28:00,240.238,65.073,47.366,20.72,20.67,25.55,25.45
556,11/25/25 18:30:00 -0500,11/25/25 18:30:00,245.602,65.069,46.36,20.72,20.7,25.53,25.4
557,11/25/25 18:32:00 -0500,11/25/25 18:32:00,240.26,65.073,43.811,20.72,20.7,25.5,25.4
558,11/25/25 18:34:00 -0500,11/25/25 18:34:00,240.26,65.064,45.286,20.75,20.7,25.53,25.43
559,11/25/25 18:36:00 -0500,11/25/25 18:36:00,240.26,65.059,45.882,20.75,20.72,25.57,25.48
560,11/25/25 18:38:00 -0500,11/25/25 18:38:00,240.206,65.059,45.081,20.77,20.72,25.62,25.5
561,11/25/25 18:40:00 -0500,11/25/25 18:40:00,244.004,65.05,46.39,20.77,20.75,25.67,25.55
562,11/25/25 18:42:00 -0500,11/25/25 18:42:00,240.173,65.064,46.81,20.79,20.75,25.62,25.5
563,11/25/25 18:44:00 -0500,11/25/25 18:44:00,240.195,65.069,48.597,20.79,20.75,25.57,25.48
564,11/25/25 18:46:00 -0500,11/25/25 18:46:00,240.13,65.078,47.308,20.79,20.77,25.55,25.45
565,11/25/25 18:48:00 -0500,11/25/25 18:48:00,240.195,65.05,46.898,20.79,20.77,25.6,25.48
566,11/25/25 18:50:00 -0500,11/25/25 18:50:00,245.105,65.05,45.882,20.82,20.77,25.65,25.55
567,11/25/25 18:52:00 -0500,11/25/25 18:52:00,240.206,65.05,42.991,20.84,20.79,25.7,25.57
568,11/25/25 18:54:00 -0500,11/25/25 18:54:00,240.141,65.064,46.214,20.84,20.82,25.72,25.6
569,11/25/25 18:56:00 -0500,11/25/25 18:56:00,240.152,65.054,44.476,20.86,20.82,25.67,25.55
570,11/25/25 18:58:00 -0500,11/25/25 18:58:00,240.26,65.073,47.22,20.86,20.82,25.65,25.53
571,11/25/25 19:00:00 -0500,11/25/25 19:00:00,243.713,65.045,47.923,20.86,20.82,25.62,25.53
572,11/25/25 19:02:00 -0500,11/25/25 19:02:00,240.152,65.045,45.794,20.86,20.84,25.67,25.55
573,11/25/25 19:04:00 -0500,11/25/25 19:04:00,240.184,65.059,45.071,20.89,20.86,25.72,25.62
574,11/25/25 19:06:00 -0500,11/25/25 19:06:00,240.195,65.054,45.726,20.91,20.86,25.77,25.65
575,11/25/25 19:08:00 -0500,11/25/25 19:08:00,240.26,65.064,45.228,20.91,20.89,25.77,25.65
576,11/25/25 19:10:00 -0500,11/25/25 19:10:00,245.623,65.064,45.276,20.91,20.89,25.72,25.6
577,11/25/25 19:12:00 -0500,11/25/25 19:12:00,240.206,65.069,45.872,20.91,20.89,25.7,25.57
578,11/25/25 19:14:00 -0500,11/25/25 19:14:00,240.184,65.054,47.015,20.91,20.89,25.67,25.57
579,11/25/25 19:16:00 -0500,11/25/25 19:16:00,240.162,65.045,47.835,20.91,20.89,25.72,25.62
580,11/25/25 19:18:00 -0500,11/25/25 19:18:00,240.152,65.054,46.556,20.94,20.89,25.77,25.67
581,11/25/25 19:20:00 -0500,11/25/25 19:20:00,244.576,65.05,45.55,20.96,20.91,25.82,25.72
582,11/25/25 19:22:00 -0500,11/25/25 19:22:00,240.119,65.054,42.854,20.96,20.94,25.79,25.67
583,11/25/25 19:24:00 -0500,11/25/25 19:24:00,240.152,65.073,45.198,20.96,20.94,25.77,25.65
584,11/25/25 19:26:00 -0500,11/25/25 19:26:00,240.173,65.069,43.88,20.96,20.94,25.74,25.65
585,11/25/25 19:28:00 -0500,11/25/25 19:28:00,240.119,65.045,43.382,20.98,20.94,25.74,25.65
586,11/25/25 19:30:00 -0500,11/25/25 19:30:00,245.893,65.04,45.472,20.98,20.94,25.82,25.7
587,11/25/25 19:32:00 -0500,11/25/25 19:32:00,240.162,65.054,45.608,20.98,20.94,25.84,25.74
588,11/25/25 19:34:00 -0500,11/25/25 19:34:00,240.216,65.054,47.64,21.01,20.96,25.87,25.74
589,11/25/25 19:36:00 -0500,11/25/25 19:36:00,240.13,65.064,48.226,21.01,20.98,25.84,25.72
590,11/25/25 19:38:00 -0500,11/25/25 19:38:00,240.098,65.059,47.23,21.01,20.98,25.82,25.7
591,11/25/25 19:40:00 -0500,11/25/25 19:40:00,245.041,65.059,45.608,21.01,20.98,25.79,25.67
592,11/25/25 19:42:00 -0500,11/25/25 19:42:00,240.195,65.05,43.87,21.03,20.98,25.82,25.7
593,11/25/25 19:44:00 -0500,11/25/25 19:44:00,240.292,65.054,45.14,21.03,21.01,25.87,25.74
594,11/25/25 19:46:00 -0500,11/25/25 19:46:00,240.216,65.045,44.7,21.03,21.01,25.89,25.79
595,11/25/25 19:48:00 -0500,11/25/25 19:48:00,240.227,65.054,44.993,21.06,21.03,25.91,25.79
596,11/25/25 19:50:00 -0500,11/25/25 19:50:00,244.263,65.05,45.96,21.06,21.03,25.89,25.77
597,11/25/25 19:52:00 -0500,11/25/25 19:52:00,240.227,65.064,48.196,21.06,21.03,25.84,25.74
598,11/25/25 19:54:00 -0500,11/25/25 19:54:00,240.216,65.069,46.028,21.08,21.03,25.84,25.72
599,11/25/25 19:56:00 -0500,11/25/25 19:56:00,240.216,65.05,46.624,21.08,21.06,25.89,25.77
600,11/25/25 19:58:00 -0500,11/25/25 19:58:00,240.184,65.054,44.417,21.1,21.06,25.91,25.82
601,11/25/25 20:00:00 -0500,11/25/25 20:00:00,244.533,65.036,43.87,21.1,21.08,25.96,25.84
602,11/25/25 20:02:00 -0500,11/25/25 20:02:00,240.195,65.059,43.733,21.13,21.08,25.99,25.87
603,11/25/25 20:04:00 -0500,11/25/25 20:04:00,240.13,65.059,45.813,21.13,21.08,25.91,25.82
604,11/25/25 20:06:00 -0500,11/25/25 20:06:00,240.108,65.064,47.034,21.13,21.08,25.91,25.79
605,11/25/25 20:08:00 -0500,11/25/25 20:08:00,240.227,65.054,48.069,21.13,21.1,25.89,25.79
606,11/25/25 20:10:00 -0500,11/25/25 20:10:00,244.76,65.036,46.155,21.15,21.1,25.96,25.84
607,11/25/25 20:12:00 -0500,11/25/25 20:12:00,240.216,65.054,47.61,21.15,21.1,25.99,25.89
608,11/25/25 20:14:00 -0500,11/25/25 20:14:00,240.227,65.045,45.286,21.15,21.13,26.04,25.94
609,11/25/25 20:16:00 -0500,11/25/25 20:16:00,240.162,65.054,43.733,21.17,21.13,26.01,25.89
610,11/25/25 20:18:00 -0500,11/25/25 20:18:00,240.216,65.054,45.55,21.17,21.13,25.96,25.84
611,11/25/25 20:20:00 -0500,11/25/25 20:20:00,246.055,65.054,47.376,21.17,21.13,25.94,25.82
612,11/25/25 20:22:00 -0500,11/25/25 20:22:00,240.227,65.054,46.36,21.17,21.13,25.94,25.84
613,11/25/25 20:24:00 -0500,11/25/25 20:24:00,240.206,65.054,43.528,21.17,21.15,25.99,25.89
614,11/25/25 20:26:00 -0500,11/25/25 20:26:00,240.238,65.04,47.845,21.2,21.15,26.04,25.94
615,11/25/25 20:28:00 -0500,11/25/25 20:28:00,240.195,65.04,45.882,21.2,21.17,26.06,25.94
616,11/25/25 20:30:00 -0500,11/25/25 20:30:00,245.569,65.045,44.524,21.2,21.17,26.04,25.94
617,11/25/25 20:32:00 -0500,11/25/25 20:32:00,240.227,65.05,46.37,21.2,21.17,25.99,25.87
618,11/25/25 20:34:00 -0500,11/25/25 20:34:00,240.141,65.059,44.29,21.2,21.15,25.96,25.87
619,11/25/25 20:36:00 -0500,11/25/25 20:36:00,240.184,65.045,45.354,21.2,21.17,25.99,25.87
620,11/25/25 20:38:00 -0500,11/25/25 20:38:00,240.162,65.054,43.743,21.22,21.2,26.04,25.94
621,11/25/25 20:40:00 -0500,11/25/25 20:40:00,245.105,65.036,46.155,21.25,21.2,26.08,25.99
622,11/25/25 20:42:00 -0500,11/25/25 20:42:00,240.173,65.04,44.485,21.25,21.2,26.11,25.99
623,11/25/25 20:44:00 -0500,11/25/25 20:44:00,240.173,65.045,45.755,21.25,21.2,26.06,25.96
624,11/25/25 20:46:00 -0500,11/25/25 20:46:00,240.173,65.04,45.218,21.25,21.2,26.04,25.91
625,11/25/25 20:48:00 -0500,11/25/25 20:48:00,240.206,65.045,45.257,21.25,21.2,26.01,25.89
626,11/25/25 20:50:00 -0500,11/25/25 20:50:00,244.166,65.026,45.442,21.25,21.2,26.04,25.94
627,11/25/25 20:52:00 -0500,11/25/25 20:52:00,240.238,65.04,43.782,21.27,21.22,26.11,25.99
628,11/25/25 20:54:00 -0500,11/25/25 20:54:00,240.216,65.04,45.032,21.29,21.25,26.13,26.04
629,11/25/25 20:56:00 -0500,11/25/25 20:56:00,240.238,65.045,45.452,21.29,21.25,26.13,26.04
630,11/25/25 20:58:00 -0500,11/25/25 20:58:00,240.195,65.05,47.982,21.29,21.25,26.11,25.99
631,11/25/25 21:00:00 -0500,11/25/25 21:00:00,245.904,65.045,47.62,21.29,21.25,26.06,25.96
632,11/25/25 21:02:00 -0500,11/25/25 21:02:00,240.227,65.05,47.171,21.29,21.25,26.06,25.96
633,11/25/25 21:04:00 -0500,11/25/25 21:04:00,240.195,65.04,44.876,21.29,21.27,26.11,26.01
634,11/25/25 21:06:00 -0500,11/25/25 21:06:00,240.195,65.036,44.065,21.32,21.27,26.16,26.06
635,11/25/25 21:08:00 -0500,11/25/25 21:08:00,240.195,65.04,44.417,21.34,21.29,26.21,26.08
636,11/25/25 21:10:00 -0500,11/25/25 21:10:00,245.278,65.031,43.733,21.34,21.29,26.18,26.06
637,11/25/25 21:12:00 -0500,11/25/25 21:12:00,240.227,65.045,47.308,21.34,21.32,26.13,26.04
638,11/25/25 21:14:00 -0500,11/25/25 21:14:00,240.162,65.054,48.353,21.34,21.32,26.11,26.01
639,11/25/25 21:16:00 -0500,11/25/25 21:16:00,240.065,65.045,46.429,21.34,21.29,26.11,26.01
640,11/25/25 21:18:00 -0500,11/25/25 21:18:00,240.152,65.045,47.855,21.34,21.29,26.16,26.06
641,11/25/25 21:20:00 -0500,11/25/25 21:20:00,245.116,65.017,45.071,21.37,21.32,26.21,26.11
642,11/25/25 21:22:00 -0500,11/25/25 21:22:00,240.173,65.036,45.354,21.39,21.34,26.26,26.13
643,11/25/25 21:24:00 -0500,11/25/25 21:24:00,240.076,65.05,43.519,21.39,21.34,26.23,26.11
644,11/25/25 21:26:00 -0500,11/25/25 21:26:00,240.108,65.054,45.14,21.39,21.34,26.18,26.08
645,11/25/25 21:28:00 -0500,11/25/25 21:28:00,240.141,65.059,47.493,21.39,21.34,26.16,26.06
646,11/25/25 21:30:00 -0500,11/25/25 21:30:00,245.267,65.031,46.898,21.39,21.34,26.16,26.06
647,11/25/25 21:32:00 -0500,11/25/25 21:32:00,240.184,65.04,45.55,21.39,21.34,26.21,26.11
648,11/25/25 21:34:00 -0500,11/25/25 21:34:00,240.206,65.031,45.667,21.41,21.37,26.26,26.13
649,11/25/25 21:36:00 -0500,11/25/25 21:36:00,240.227,65.045,44.612,21.41,21.39,26.28,26.18
650,11/25/25 21:38:00 -0500,11/25/25 21:38:00,240.184,65.054,45.462,21.41,21.39,26.26,26.13
651,11/25/25 21:40:00 -0500,11/25/25 21:40:00,246.551,65.045,45.735,21.44,21.39,26.21,26.11
652,11/25/25 21:42:00 -0500,11/25/25 21:42:00,240.184,65.045,44.192,21.41,21.39,26.18,26.08
653,11/25/25 21:44:00 -0500,11/25/25 21:44:00,240.152,65.036,47.757,21.44,21.39,26.21,26.11
654,11/25/25 21:46:00 -0500,11/25/25 21:46:00,240.173,65.026,46.898,21.44,21.39,26.26,26.16
655,11/25/25 21:48:00 -0500,11/25/25 21:48:00,240.108,65.045,47.571,21.46,21.41,26.28,26.18
656,11/25/25 21:50:00 -0500,11/25/25 21:50:00,245.861,65.04,47.083,21.46,21.44,26.33,26.21
657,11/25/25 21:52:00 -0500,11/25/25 21:52:00,240.13,65.05,43.675,21.46,21.41,26.28,26.18
658,11/25/25 21:54:00 -0500,11/25/25 21:54:00,240.184,65.054,44.925,21.46,21.41,26.23,26.13
659,11/25/25 21:56:00 -0500,11/25/25 21:56:00,240.13,65.059,45.364,21.46,21.41,26.21,26.11
660,11/25/25 21:58:00 -0500,11/25/25 21:58:00,240.098,65.04,44.417,21.46,21.41,26.26,26.13
661,11/25/25 22:00:00 -0500,11/25/25 22:00:00,245.548,65.022,44.69,21.46,21.44,26.3,26.21
662,11/25/25 22:02:00 -0500,11/25/25 22:02:00,240.216,65.036,44.729,21.49,21.44,26.35,26.23
663,11/25/25 22:04:00 -0500,11/25/25 22:04:00,240.216,65.04,46.956,21.49,21.46,26.35,26.23
664,11/25/25 22:06:00 -0500,11/25/25 22:06:00,240.227,65.045,48.304,21.49,21.46,26.3,26.18
665,11/25/25 22:08:00 -0500,11/25/25 22:08:00,240.216,65.05,48.528,21.49,21.44,26.26,26.16
666,11/25/25 22:10:00 -0500,11/25/25 22:10:00,245.267,65.036,45.687,21.49,21.44,26.26,26.13
667,11/25/25 22:12:00 -0500,11/25/25 22:12:00,240.216,65.036,44.593,21.51,21.46,26.3,26.18
668,11/25/25 22:14:00 -0500,11/25/25 22:14:00,240.184,65.04,45.188,21.51,21.46,26.35,26.26
669,11/25/25 22:16:00 -0500,11/25/25 22:16:00,240.227,65.031,43.587,21.53,21.49,26.4,26.3
670,11/25/25 22:18:00 -0500,11/25/25 22:18:00,240.206,65.05,44.505,21.53,21.51,26.38,26.26
671,11/25/25 22:20:00 -0500,11/25/25 22:20:00,245.202,65.036,46.204,21.53,21.49,26.33,26.23
672,11/25/25 22:22:00 -0500,11/25/25 22:22:00,240.206,65.054,46.224,21.53,21.49,26.3,26.21
673,11/25/25 22:24:00 -0500,11/25/25 22:24:00,240.184,65.036,47.415,21.53,21.49,26.3,26.18
674,11/25/25 22:26:00 -0500,11/25/25 22:26:00,240.13,65.031,46.419,21.53,21.51,26.35,26.26
675,11/25/25 22:28:00 -0500,11/25/25 22:28:00,240.152,65.04,44.603,21.56,21.51,26.4,26.3
676,11/25/25 22:30:00 -0500,11/25/25 22:30:00,245.785,65.022,44.817,21.58,21.53,26.43,26.33
677,11/25/25 22:32:00 -0500,11/25/25 22:32:00,240.195,65.045,43.665,21.58,21.53,26.4,26.28
678,11/25/25 22:34:00 -0500,11/25/25 22:34:00,240.195,65.054,44.739,21.58,21.53,26.35,26.23
679,11/25/25 22:36:00 -0500,11/25/25 22:36:00,240.152,65.054,48.382,21.58,21.53,26.33,26.23
680,11/25/25 22:38:00 -0500,11/25/25 22:38:00,240.216,65.036,46.214,21.58,21.53,26.35,26.26
681,11/25/25 22:40:00 -0500,11/25/25 22:40:00,245.634,65.026,47.337,21.58,21.53,26.4,26.3
682,11/25/25 22:42:00 -0500,11/25/25 22:42:00,240.152,65.04,44.886,21.6,21.56,26.45,26.33
683,11/25/25 22:44:00 -0500,11/25/25 22:44:00,240.152,65.04,45.218,21.6,21.56,26.48,26.35
684,11/25/25 22:46:00 -0500,11/25/25 22:46:00,240.227,65.054,46.253,21.6,21.58,26.43,26.3
685,11/25/25 22:48:00 -0500,11/25/25 22:48:00,240.238,65.054,44.935,21.6,21.58,26.38,26.28
686,11/25/25 22:50:00 -0500,11/25/25 22:50:00,245.667,65.05,45.14,21.6,21.56,26.38,26.26
687,11/25/25 22:52:00 -0500,11/25/25 22:52:00,240.216,65.04,46.019,21.6,21.58,26.4,26.3
688,11/25/25 22:54:00 -0500,11/25/25 22:54:00,240.227,65.031,46.087,21.63,21.58,26.45,26.33
689,11/25/25 22:56:00 -0500,11/25/25 22:56:00,240.292,65.045,46.702,21.63,21.58,26.48,26.38
690,11/25/25 22:58:00 -0500,11/25/25 22:58:00,240.227,65.036,46.224,21.65,21.6,26.5,26.38
691,11/25/25 23:00:00 -0500,11/25/25 23:00:00,246.303,65.04,45.003,21.65,21.6,26.45,26.35
692,11/25/25 23:02:00 -0500,11/25/25 23:02:00,240.216,65.054,45.169,21.65,21.6,26.43,26.33
693,11/25/25 23:04:00 -0500,11/25/25 23:04:00,240.216,65.045,45.433,21.65,21.6,26.4,26.3
694,11/25/25 23:06:00 -0500,11/25/25 23:06:00,240.216,65.036,45.687,21.65,21.6,26.45,26.35
695,11/25/25 23:08:00 -0500,11/25/25 23:08:00,240.206,65.026,43.733,21.68,21.63,26.5,26.38
696,11/25/25 23:10:00 -0500,11/25/25 23:10:00,245.407,65.022,44.27,21.68,21.63,26.52,26.43
697,11/25/25 23:12:00 -0500,11/25/25 23:12:00,240.13,65.05,45.071,21.7,21.65,26.52,26.43
698,11/25/25 23:14:00 -0500,11/25/25 23:14:00,240.184,65.05,47.845,21.68,21.63,26.48,26.35
699,11/25/25 23:16:00 -0500,11/25/25 23:16:00,240.076,65.054,46.819,21.68,21.63,26.45,26.33
700,11/25/25 23:18:00 -0500,11/25/25 23:18:00,240.119,65.04,45.208,21.68,21.65,26.45,26.33
701,11/25/25 23:20:00 -0500,11/25/25 23:20:00,246.605,65.04,44.417,21.7,21.65,26.52,26.4
702,11/25/25 23:22:00 -0500,11/25/25 23:22:00,240.206,65.036,43.177,21.7,21.68,26.55,26.45
703,11/25/25 23:24:00 -0500,11/25/25 23:24:00,240.173,65.036,44.163,21.72,21.68,26.57,26.48
704,11/25/25 23:26:00 -0500,11/25/25 23:26:00,240.216,65.045,44.642,21.72,21.68,26.55,26.45
705,11/25/25 23:28:00 -0500,11/25/25 23:28:00,240.238,65.05,45.716,21.72,21.68,26.5,26.4
706,11/25/25 23:30:00 -0500,11/25/25 23:30:00,246.012,65.045,46.312,21.72,21.68,26.48,26.35
707,11/25/25 23:32:00 -0500,11/25/25 23:32:00,240.216,65.026,46.634,21.72,21.68,26.5,26.38
708,11/25/25 23:34:00 -0500,11/25/25 23:34:00,240.249,65.045,46.829,21.72,21.68,26.55,26.43
709,11/25/25 23:36:00 -0500,11/25/25 23:36:00,240.141,65.031,45.882,21.75,21.7,26.57,26.48
710,11/25/25 23:38:00 -0500,11/25/25 23:38:00,240.216,65.04,46.751,21.75,21.7,26.6,26.48
711,11/25/25 23:40:00 -0500,11/25/25 23:40:00,246.044,65.04,44.202,21.77,21.72,26.57,26.48
712,11/25/25 23:42:00 -0500,11/25/25 23:42:00,240.26,65.05,44.808,21.75,21.72,26.55,26.43
713,11/25/25 23:44:00 -0500,11/25/25 23:44:00,240.238,65.045,45.667,21.75,21.72,26.5,26.38
714,11/25/25 23:46:00 -0500,11/25/25 23:46:00,240.227,65.031,44.661,21.75,21.72,26.55,26.43
715,11/25/25 23:48:00 -0500,11/25/25 23:48:00,240.152,65.026,43.401,21.77,21.72,26.57,26.48
716,11/25/25 23:50:00 -0500,11/25/25 23:50:00,240.249,65.026,46.214,21.77,21.72,26.62,26.52
717,11/25/25 23:52:00 -0500,11/25/25 23:52:00,240.26,65.04,45.12,21.77,21.75,26.62,26.52
718,11/25/25 23:54:00 -0500,11/25/25 23:54:00,240.206,65.054,46.878,21.8,21.75,26.6,26.48
719,11/25/25 23:56:00 -0500,11/25/25 23:56:00,240.206,65.05,47.171,21.8,21.75,26.57,26.45
720,11/25/25 23:58:00 -0500,11/25/25 23:58:00,240.216,65.04,47.015,21.8,21.75,26.55,26.43
721,11/26/25 00:00:00 -0500,11/26/25 00:00:00,245.667,65.036,45.472,21.8,21.77,26.6,26.48
722,11/26/25 00:02:00 -0500,11/26/25 00:02:00,240.249,65.022,43.069,21.82,21.77,26.65,26.55
723,11/26/25 00:04:00 -0500,11/26/25 00:04:00,240.173,65.036,44.144,21.82,21.77,26.67,26.57
724,11/26/25 00:06:00 -0500,11/26/25 00:06:00,240.184,65.04,45.403,21.82,21.8,26.67,26.55
725,11/26/25 00:08:00 -0500,11/26/25 00:08:00,240.152,65.04,47.278,21.82,21.8,26.62,26.52
726,11/26/25 00:10:00 -0500,11/26/25 00:10:00,245.774,65.036,48.118,21.82,21.8,26.6,26.48
727,11/26/25 00:12:00 -0500,11/26/25 00:12:00,240.162,65.036,45.911,21.82,21.8,26.6,26.48
728,11/26/25 00:14:00 -0500,11/26/25 00:14:00,240.098,65.04,47.513,21.84,21.8,26.65,26.52
729,11/26/25 00:16:00 -0500,11/26/25 00:16:00,240.162,65.031,45.267,21.84,21.82,26.67,26.57
730,11/26/25 00:18:00 -0500,11/26/25 00:18:00,240.098,65.036,46.165,21.87,21.82,26.72,26.6
731,11/26/25 00:20:00 -0500,11/26/25 00:20:00,244.501,65.022,43.06,21.87,21.82,26.67,26.57
732,11/26/25 00:22:00 -0500,11/26/25 00:22:00,240.162,65.04,45.276,21.87,21.82,26.65,26.52
733,11/26/25 00:24:00 -0500,11/26/25 00:24:00,240.173,65.045,47.61,21.87,21.82,26.6,26.5
734,11/26/25 00:26:00 -0500,11/26/25 00:26:00,240.184,65.031,46.976,21.84,21.82,26.62,26.52
735,11/26/25 00:28:00 -0500,11/26/25 00:28:00,240.119,65.031,45.735,21.87,21.82,26.67,26.57
736,11/26/25 00:30:00 -0500,11/26/25 00:30:00,245.764,65.008,46.819,21.89,21.84,26.72,26.62
737,11/26/25 00:32:00 -0500,11/26/25 00:32:00,240.141,65.026,45.149,21.89,21.84,26.74,26.62
738,11/26/25 00:34:00 -0500,11/26/25 00:34:00,240.119,65.036,44.69,21.89,21.84,26.7,26.6
739,11/26/25 00:36:00 -0500,11/26/25 00:36:00,240.227,65.05,44.505,21.89,21.84,26.67,26.55
740,11/26/25 00:38:00 -0500,11/26/25 00:38:00,240.119,65.045,44.349,21.89,21.84,26.62,26.52
741,11/26/25 00:40:00 -0500,11/26/25 00:40:00,245.936,65.031,43.528,21.89,21.84,26.67,26.57
742,11/26/25 00:42:00 -0500,11/26/25 00:42:00,240.26,65.04,44.661,21.91,21.87,26.72,26.62
743,11/26/25 00:44:00 -0500,11/26/25 00:44:00,240.27,65.05,45.667,21.91,21.87,26.74,26.65
744,11/26/25 00:46:00 -0500,11/26/25 00:46:00,240.292,65.05,47.63,21.91,21.87,26.77,26.65
745,11/26/25 00:48:00 -0500,11/26/25 00:48:00,240.238,65.054,46.966,21.91,21.89,26.72,26.62
746,11/26/25 00:50:00 -0500,11/26/25 00:50:00,245.354,65.045,46.067,21.91,21.87,26.67,26.57
747,11/26/25 00:52:00 -0500,11/26/25 00:52:00,240.519,65.05,46.175,21.91,21.87,26.67,26.55
748,11/26/25 00:54:00 -0500,11/26/25 00:54:00,240.206,65.036,45.745,21.91,21.87,26.72,26.6
749,11/26/25 00:56:00 -0500,11/26/25 00:56:00,240.238,65.045,43.987,21.91,21.89,26.74,26.65
750,11/26/25 00:58:00 -0500,11/26/25 00:58:00,240.206,65.04,45.081,21.94,21.91,26.79,26.7
751,11/26/25 01:00:00 -0500,11/26/25 01:00:00,246.551,65.04,45.53,21.96,21.91,26.77,26.67
752,11/26/25 01:02:00 -0500,11/26/25 01:02:00,240.389,65.059,47.483,21.94,21.91,26.74,26.65
753,11/26/25 01:04:00 -0500,11/26/25 01:04:00,240.119,65.054,46.898,21.94,21.91,26.72,26.62
754,11/26/25 01:06:00 -0500,11/26/25 01:06:00,240.173,65.059,45.755,21.94,21.91,26.7,26.6
755,11/26/25 01:08:00 -0500,11/26/25 01:08:00,240.173,65.05,44.202,21.94,21.91,26.74,26.62
756,11/26/25 01:10:00 -0500,11/26/25 01:10:00,245.397,65.031,47.015,21.96,21.91,26.79,26.67
757,11/26/25 01:12:00 -0500,11/26/25 01:12:00,240.173,65.045,43.997,21.96,21.94,26.82,26.72
758,11/26/25 01:14:00 -0500,11/26/25 01:14:00,240.173,65.045,44.993,21.99,21.94,26.82,26.7
759,11/26/25 01:16:00 -0500,11/26/25 01:16:00,240.195,65.054,44.534,21.99,21.94,26.77,26.65
760,11/26/25 01:18:00 -0500,11/26/25 01:18:00,240.27,65.054,47.112,21.99,21.91,26.74,26.62
761,11/26/25 01:20:00 -0500,11/26/25 01:20:00,246.109,65.05,47.776,21.99,21.94,26.74,26.65
762,11/26/25 01:22:00 -0500,11/26/25 01:22:00,240.281,65.054,46.224,21.99,21.94,26.79,26.67
763,11/26/25 01:24:00 -0500,11/26/25 01:24:00,240.313,65.054,47.083,21.99,21.96,26.84,26.74
764,11/26/25 01:26:00 -0500,11/26/25 01:26:00,240.313,65.05,45.745,22.01,21.96,26.87,26.74
765,11/26/25 01:28:00 -0500,11/26/25 01:28:00,240.324,65.064,45.345,22.01,21.96,26.82,26.72
766,11/26/25 01:30:00 -0500,11/26/25 01:30:00,246.185,65.069,44.065,22.01,21.96,26.79,26.7
767,11/26/25 01:32:00 -0500,11/26/25 01:32:00,240.551,65.064,45.94,22.01,21.96,26.77,26.67
768,11/26/25 01:34:00 -0500,11/26/25 01:34:00,240.26,65.05,45.745,22.01,21.96,26.79,26.7
769,11/26/25 01:36:00 -0500,11/26/25 01:36:00,240.27,65.045,46.985,22.03,21.99,26.84,26.72
770,11/26/25 01:38:00 -0500,11/26/25 01:38:00,240.238,65.045,45.569,22.03,21.99,26.89,26.77
771,11/26/25 01:40:00 -0500,11/26/25 01:40:00,245.99,65.045,45.677,22.03,21.99,26.89,26.79
772,11/26/25 01:42:00 -0500,11/26/25 01:42:00,240.227,65.069,46.839,22.06,21.99,26.87,26.74
773,11/26/25 01:44:00 -0500,11/26/25 01:44:00,240.27,65.069,46.761,22.06,22.01,26.82,26.7
774,11/26/25 01:46:00 -0500,11/26/25 01:46:00,240.292,65.064,44.27,22.03,21.99,26.79,26.7
